emoji_1,emoji_2,emoji_3,emoji_4,emoji_5,emoji_6,emoji_7,emoji_8,emoji_9,emoji_10,emoji_11,emoji_12,emoji_13,label
26,198,202,179,20,34,16,106,117,208,34,106,16,1
16,201,26,34,198,106,179,170,16,34,106,117,213,0
34,106,172,179,133,26,198,16,106,183,16,34,117,0
34,160,156,16,179,198,26,106,117,34,94,106,16,1
34,181,198,179,26,106,16,54,106,34,117,41,16,0
34,30,16,92,198,179,26,106,16,6,117,34,106,1
198,179,34,106,121,77,26,16,117,122,16,34,106,0
26,16,178,57,198,106,34,179,117,43,16,106,34,1
154,179,34,26,16,198,148,106,106,117,189,16,34,0
34,179,145,16,26,198,45,106,34,136,117,16,106,1
179,16,34,11,36,198,26,106,117,16,106,34,168,1
34,179,198,106,16,123,26,201,16,117,124,106,34,0
106,26,16,184,34,188,198,179,106,124,16,117,34,0
34,106,179,16,198,26,103,96,34,117,156,106,16,0
198,55,34,179,26,106,16,111,34,117,16,106,208,1
179,106,198,89,39,26,16,34,117,16,34,106,182,1
16,96,189,198,34,106,26,179,117,106,34,195,16,1
16,185,127,106,34,26,198,179,34,117,16,133,106,1
0,106,34,198,92,16,26,179,106,16,117,9,34,1
34,106,16,66,198,179,26,109,117,175,34,16,106,0
34,16,198,111,106,179,6,26,106,117,34,16,206,0
98,26,198,16,156,106,34,179,124,16,34,106,117,1
179,76,106,198,16,191,34,26,34,16,106,66,117,0
34,16,26,123,5,106,198,179,10,117,106,16,34,0
34,197,26,190,16,106,179,198,34,106,67,16,117,1
177,106,34,179,26,16,76,198,117,175,34,16,106,0
184,16,26,179,106,198,125,34,16,106,34,117,36,0
175,34,179,106,198,16,202,26,16,106,117,168,34,1
16,179,3,26,183,34,198,106,34,106,16,180,117,1
89,198,179,34,106,26,30,16,34,188,16,117,106,0
16,198,34,26,76,106,179,173,117,34,185,16,106,0
34,152,26,198,11,106,179,16,34,106,117,16,167,0
106,26,16,145,198,34,186,179,106,34,55,16,117,0
179,34,164,106,26,198,16,178,34,117,197,106,16,0
179,198,26,16,82,34,185,106,117,48,34,106,16,0
16,198,77,170,106,26,179,34,16,34,117,106,156,0
106,34,179,198,172,26,7,16,117,106,34,16,133,1
198,179,26,106,34,141,16,66,117,106,16,94,34,1
179,59,51,16,106,198,34,26,106,16,48,117,34,0
16,106,198,150,26,34,139,179,117,128,106,16,34,0
207,198,106,16,179,26,34,50,1,117,16,106,34,1
179,198,106,34,112,16,150,26,168,34,117,16,106,1
30,179,16,106,34,26,136,198,117,106,16,34,159,0
16,179,106,34,198,27,26,128,187,34,106,117,16,0
26,198,16,106,193,179,23,34,117,83,34,16,106,1
26,198,202,16,179,34,106,41,34,187,117,16,106,0
34,106,132,198,179,26,213,16,117,34,106,16,194,1
152,106,179,34,16,102,198,26,16,106,117,150,34,0
113,179,181,26,106,34,198,16,117,34,106,80,16,0
16,106,194,26,34,157,179,198,63,34,16,117,106,0
204,179,26,198,106,34,3,16,16,117,213,106,34,0
179,198,16,189,170,26,106,34,117,122,16,34,106,1
179,140,34,48,16,26,198,106,106,16,117,7,34,1
17,16,198,106,34,140,26,179,34,16,117,76,106,1
34,179,17,198,16,26,174,106,34,149,16,117,106,0
56,106,198,26,179,98,34,16,106,117,16,94,34,0
106,198,129,34,16,1,179,26,117,34,181,106,16,1
179,34,16,198,106,0,26,32,16,117,154,106,34,1
26,106,16,8,34,198,179,165,117,34,16,106,180,0
106,129,77,198,26,179,16,34,117,106,53,34,16,1
26,16,34,198,179,38,32,106,117,16,6,34,106,0
24,179,48,34,106,198,16,26,117,152,16,106,34,1
26,198,25,179,34,106,23,16,34,106,63,117,16,0
34,179,16,26,183,22,198,106,16,106,77,117,34,1
198,34,26,96,10,16,106,179,117,106,16,154,34,1
99,198,16,26,75,34,179,106,117,89,16,106,34,0
16,100,179,34,106,198,26,147,106,34,117,175,16,0
179,106,126,198,26,16,36,34,106,34,117,16,124,1
179,34,16,198,171,26,106,1,67,117,16,106,34,0
106,137,34,16,198,26,201,179,16,106,186,34,117,1
34,37,15,198,26,179,106,16,16,106,117,207,34,0
26,198,10,179,34,162,16,106,16,106,180,117,34,1
179,38,198,34,16,106,36,26,117,34,178,106,16,1
26,16,106,179,146,187,198,34,16,106,34,117,48,1
179,196,106,198,16,7,34,26,34,16,117,89,106,1
16,198,34,200,136,106,179,26,34,117,16,106,193,0
34,191,106,32,16,179,26,198,77,16,117,34,106,1
179,198,16,34,26,106,0,36,106,16,117,83,34,1
34,152,26,16,198,106,179,137,34,16,106,117,80,0
106,105,148,34,198,26,16,179,106,117,189,16,34,0
34,179,38,118,16,26,198,106,16,33,117,34,106,1
16,106,74,26,198,179,8,34,106,199,117,34,16,0
198,26,34,16,179,121,106,75,34,117,16,208,106,0
179,34,198,106,26,16,87,152,117,34,43,106,16,1
198,26,60,204,106,179,34,16,34,106,117,16,114,0
60,122,34,16,106,179,198,26,117,16,201,106,34,1
16,179,34,198,26,82,180,106,34,16,106,32,117,1
16,34,198,9,179,106,26,69,10,34,106,16,117,0
34,105,179,26,16,21,106,198,16,106,80,34,117,0
184,16,106,183,198,34,26,179,117,34,16,106,58,1
198,34,120,179,26,16,106,48,117,106,16,34,159,1
34,25,30,16,179,106,26,198,117,106,34,213,16,0
198,16,106,126,179,34,103,26,16,34,106,104,117,1
198,16,106,179,83,26,34,50,34,16,117,106,212,0
106,206,179,34,174,16,26,198,106,189,34,117,16,0
12,26,198,161,179,106,34,16,117,106,16,133,34,1
16,198,147,26,10,179,34,106,117,106,16,67,34,1
198,16,190,106,34,26,179,6,106,117,193,16,34,1
34,26,51,179,198,144,106,16,106,16,117,34,94,0
94,26,198,34,16,126,179,106,106,117,213,34,16,0
198,106,26,179,141,34,16,156,62,16,34,106,117,1
26,176,198,43,16,34,106,179,34,16,89,106,117,1
125,198,179,34,88,106,26,16,1,106,16,117,34,1
34,198,26,16,96,76,179,106,16,117,194,106,34,1
179,26,206,16,96,34,106,198,16,80,34,106,117,1
16,26,106,179,182,34,198,126,117,16,34,106,124,0
106,26,120,198,179,34,188,16,117,16,34,194,106,1
106,22,34,194,179,26,198,16,106,16,34,117,128,0
187,16,54,179,26,34,106,198,16,117,34,189,106,0
26,16,34,179,198,202,1,106,34,106,16,118,117,0
106,198,34,16,20,179,173,26,34,156,106,117,16,0
106,198,26,16,157,179,34,194,106,117,16,206,34,0
72,26,179,106,130,198,16,34,92,16,34,106,117,0
26,179,34,106,186,21,198,16,106,149,117,34,16,0
101,16,160,198,179,106,26,34,117,197,106,34,16,0
106,34,26,65,16,43,198,179,128,34,106,117,16,0
113,106,34,26,204,16,198,179,16,34,117,106,101,0
198,34,106,179,10,16,26,157,16,117,34,212,106,1
106,116,179,26,101,198,16,34,106,117,34,1,16,1
34,146,199,16,26,198,179,106,34,1,117,16,106,1
106,26,16,115,118,34,179,198,106,34,117,72,16,1
177,26,16,179,34,62,198,106,16,75,117,106,34,1
34,94,16,26,198,106,148,179,16,181,34,117,106,1
34,135,26,106,36,198,16,179,117,16,106,34,152,1
7,179,203,34,16,26,106,198,16,106,117,34,149,0
93,106,188,34,26,179,198,16,16,106,178,34,117,0
198,26,179,106,143,34,77,16,66,117,16,34,106,0
34,106,16,198,179,26,165,100,106,117,34,125,16,0
127,179,26,212,106,16,34,198,34,106,168,16,117,1
198,26,53,179,16,34,120,106,40,34,106,117,16,0
179,26,77,106,198,34,16,61,208,34,16,117,106,0
198,106,44,34,179,26,188,16,117,16,106,19,34,0
41,26,16,198,34,96,179,106,34,117,106,16,149,0
109,179,16,26,75,106,34,198,34,106,16,19,117,0
187,16,179,26,106,34,198,172,106,34,12,16,117,1
179,198,34,124,26,29,106,16,16,124,106,117,34,0
26,106,198,34,16,109,5,179,106,34,117,77,16,1
34,174,16,179,6,26,106,198,9,117,16,106,34,1
198,16,26,174,34,168,106,179,16,101,34,106,117,0
149,16,26,129,179,34,198,106,34,16,66,117,106,1
180,179,16,82,26,34,106,198,34,100,16,106,117,1
34,155,26,179,194,198,16,106,153,34,16,106,117,1
106,16,26,198,140,179,34,207,106,16,117,34,36,1
179,41,16,106,198,26,88,34,16,134,117,106,34,0
34,16,198,179,189,111,106,26,117,34,76,106,16,1
34,114,106,179,198,26,16,145,117,34,106,19,16,1
198,50,16,34,26,179,208,106,117,34,106,16,194,1
179,65,34,26,106,186,16,198,16,7,106,117,34,0
34,174,198,179,16,106,26,32,106,117,1,34,16,1
34,26,4,179,198,106,156,16,34,117,16,106,193,1
34,198,179,78,26,106,16,30,117,34,106,19,16,1
168,205,26,106,16,179,198,34,34,16,18,117,106,1
106,23,34,179,199,26,198,16,83,106,16,117,34,0
179,16,198,26,34,180,106,176,117,187,16,34,106,0
179,26,198,36,106,132,34,16,72,106,34,16,117,1
34,16,106,80,26,144,179,198,16,34,72,106,117,1
179,26,106,34,182,169,198,16,16,34,117,175,106,0
106,26,198,16,179,86,53,34,34,16,117,194,106,0
20,198,179,26,42,34,106,16,117,106,16,167,34,0
34,26,198,106,179,89,16,110,66,34,16,106,117,0
198,106,179,16,140,26,34,186,16,106,34,117,53,1
206,16,26,99,198,179,34,106,78,117,16,106,34,1
34,106,26,198,161,16,40,179,16,34,106,117,199,1
179,16,106,26,77,34,198,203,67,34,16,117,106,1
187,198,179,16,93,34,106,26,16,106,8,117,34,1
53,26,16,198,190,106,34,179,117,63,34,106,16,0
24,213,106,198,179,16,34,26,34,188,16,117,106,1
106,16,34,180,179,198,26,116,16,117,106,75,34,1
179,16,34,106,19,26,69,198,159,106,34,16,117,1
106,16,34,198,97,179,26,58,117,16,106,185,34,0
106,198,187,142,34,179,26,16,117,34,106,16,118,1
16,106,30,26,34,56,179,198,117,16,213,106,34,0
16,198,179,106,34,26,39,56,16,34,106,195,117,0
34,26,106,79,179,180,16,198,117,106,16,83,34,1
58,26,179,34,198,16,106,49,106,34,16,72,117,1
118,34,106,198,127,179,26,16,117,16,106,34,18,1
106,16,157,179,198,67,26,34,34,32,16,106,117,0
34,182,192,179,26,16,106,198,106,62,117,16,34,0
26,198,179,56,64,16,106,34,106,34,117,103,16,0
26,34,43,106,16,179,198,110,180,106,34,16,117,0
34,198,171,179,16,106,26,175,133,34,117,16,106,1
16,34,179,106,204,200,26,198,34,106,55,117,16,0
106,27,26,83,179,34,198,16,51,117,106,16,34,1
198,38,179,34,16,106,26,187,194,117,16,106,34,1
198,179,16,106,34,20,126,26,34,17,106,117,16,0
34,179,57,26,16,198,150,106,34,16,117,204,106,1
111,16,180,34,106,26,179,198,106,193,16,117,34,0
179,198,187,16,24,26,34,106,159,117,34,106,16,1
150,198,26,16,179,106,68,34,117,101,16,106,34,1
106,19,179,198,26,34,131,16,34,16,154,106,117,1
179,21,26,198,106,16,34,118,34,117,16,106,208,1
19,210,198,179,106,26,34,16,12,34,117,106,16,0
106,144,179,26,198,55,16,34,106,72,34,16,117,1
179,34,16,26,121,198,106,43,16,100,117,34,106,1
16,148,26,198,179,34,106,118,16,34,117,106,78,0
34,179,106,26,16,189,198,131,16,34,117,18,106,1
106,198,34,16,76,26,179,102,34,32,117,106,16,0
34,106,16,198,26,13,179,18,208,106,16,117,34,0
198,179,139,16,34,62,26,106,34,16,76,106,117,0
106,198,26,34,179,16,12,132,117,34,16,6,106,0
16,34,135,106,10,198,179,26,34,106,117,32,16,1
179,26,16,106,79,198,34,12,118,16,34,106,117,1
97,26,198,180,16,179,34,106,106,16,63,34,117,1
16,179,29,198,26,156,34,106,16,167,106,34,117,1
74,16,34,106,26,199,198,179,100,16,117,106,34,1
180,179,198,106,26,22,16,34,19,34,106,117,16,1
106,195,179,16,198,34,93,26,106,199,34,117,16,1
26,34,198,106,16,112,179,33,106,16,34,117,37,1
106,102,1,179,34,198,16,26,106,16,154,34,117,1
194,179,106,34,170,198,16,26,16,19,106,117,34,0
106,16,62,179,137,198,26,34,1,16,117,106,34,1
26,16,179,180,198,184,106,34,34,124,106,16,117,0
179,16,106,34,199,71,198,26,34,117,106,159,16,1
26,198,16,34,106,179,124,142,156,16,106,34,117,0
169,26,40,34,198,179,106,16,117,34,106,45,16,0
179,111,16,26,106,128,198,34,58,34,16,106,117,0
26,198,81,34,179,78,16,106,16,106,201,34,117,1
26,106,91,179,34,198,25,16,83,34,117,106,16,0
34,198,16,161,149,179,26,106,16,106,117,34,55,0
106,179,16,26,58,59,198,34,106,16,34,53,117,1
1,26,198,16,179,106,34,49,117,16,106,34,124,0
26,143,58,16,198,179,34,106,16,117,34,106,37,1
187,106,34,179,198,16,28,26,34,193,16,106,117,1
213,34,26,198,16,179,106,161,117,16,106,34,187,1
26,16,179,42,34,198,48,106,16,106,117,8,34,1
89,34,106,179,198,57,16,26,118,34,16,117,106,0
2,136,106,26,16,198,179,34,6,16,106,34,117,0
106,83,179,16,34,26,164,198,34,106,66,117,16,0
93,26,179,34,25,106,198,16,16,34,117,154,106,0
16,92,106,198,26,179,28,34,34,106,16,154,117,1
198,106,16,178,46,34,26,179,117,40,34,16,106,1
34,26,198,202,106,179,16,80,32,117,106,34,16,0
45,26,106,16,179,34,15,198,117,106,16,34,41,1
106,198,34,179,16,26,150,108,34,117,106,16,56,1
77,26,16,179,106,198,34,70,33,117,16,34,106,0
26,198,34,106,56,24,179,16,16,106,34,53,117,1
80,26,198,16,30,179,34,106,106,105,16,34,117,1
179,67,16,14,34,106,198,26,16,34,117,106,43,1
34,198,106,199,16,151,179,26,16,117,106,34,56,1
16,106,26,153,179,31,198,34,34,16,106,117,62,1
198,73,106,179,34,16,26,133,106,117,34,16,185,0
187,179,26,106,139,198,34,16,53,117,16,106,34,1
106,198,179,34,16,204,74,26,106,117,16,56,34,1
26,106,198,16,34,36,179,38,106,34,53,16,117,1
106,16,65,179,198,26,34,104,92,16,117,34,106,0
111,34,7,198,179,16,26,106,117,106,34,167,16,0
198,16,26,74,34,106,179,189,16,106,36,117,34,1
28,179,34,16,198,106,213,26,195,117,34,106,16,1
34,26,179,198,30,16,33,106,117,106,66,34,16,0
179,18,16,34,26,121,106,198,16,117,106,103,34,0
26,16,179,212,198,106,163,34,106,117,124,16,34,0
199,16,34,106,198,22,26,179,175,106,34,117,16,0
26,16,90,198,58,34,106,179,16,106,1,34,117,1
26,198,179,16,34,75,106,131,117,106,34,16,188,0
106,34,47,16,26,179,198,101,106,16,117,37,34,1
16,61,198,106,26,179,33,34,16,197,117,34,106,0
34,106,198,111,26,179,16,156,182,117,16,106,34,1
179,16,34,26,198,177,76,106,197,106,16,117,34,0
184,198,179,34,26,106,16,55,106,16,34,149,117,1
198,106,179,16,34,26,133,113,117,100,106,16,34,1
26,198,179,16,29,207,106,34,34,117,118,106,16,1
153,16,179,26,198,34,211,106,117,188,16,34,106,0
26,34,198,102,16,179,106,92,16,117,34,133,106,1
26,16,198,34,179,200,106,193,117,100,16,34,106,1
26,77,34,16,111,179,198,106,16,106,89,117,34,1
198,35,179,1,34,106,16,26,204,117,34,106,16,0
8,13,106,16,34,26,198,179,117,34,63,16,106,0
198,179,26,16,31,106,34,136,117,16,34,201,106,0
198,122,106,26,16,116,179,34,106,117,34,16,40,1
16,9,26,198,179,106,34,14,16,106,34,188,117,1
26,179,11,16,198,63,34,106,16,34,117,8,106,1
16,34,50,179,106,10,26,198,16,117,34,101,106,1
197,198,106,140,26,34,179,16,34,106,117,16,167,1
198,179,16,60,26,1,106,34,117,58,16,34,106,0
179,123,34,198,106,16,8,26,106,117,34,16,37,1
179,198,106,16,92,34,26,13,34,106,16,156,117,1
198,34,106,179,16,83,31,26,34,117,106,16,41,1
206,198,16,34,106,26,179,31,117,6,106,34,16,1
179,16,106,197,138,34,198,26,117,16,106,34,75,1
179,198,26,16,34,116,106,199,106,19,16,117,34,0
106,113,34,16,179,26,124,198,105,117,106,34,16,1
16,194,26,34,179,88,198,106,106,34,16,197,117,0
132,34,179,16,106,37,198,26,117,16,34,103,106,0
16,198,26,106,179,168,171,34,16,34,117,106,80,0
32,16,34,210,179,198,26,106,189,34,16,117,106,0
16,47,198,34,106,179,26,75,106,16,167,34,117,0
6,26,34,106,16,157,198,179,16,106,34,117,197,0
18,198,179,176,26,106,34,16,16,34,20,106,117,0
54,34,106,78,16,179,198,26,117,206,16,106,34,0
16,26,188,179,34,106,35,198,16,72,117,106,34,1
16,179,13,34,198,106,26,152,34,181,106,16,117,1
29,198,16,26,179,34,106,92,117,106,16,118,34,1
16,179,34,106,32,202,26,198,36,106,34,16,117,0
51,26,179,16,111,198,34,106,117,77,16,106,34,0
26,106,198,173,16,179,34,199,16,106,136,34,117,1
106,26,75,179,34,16,171,198,117,106,16,34,199,0
34,26,16,106,179,198,3,125,37,16,34,106,117,1
179,26,9,73,198,16,106,34,106,9,34,16,117,0
151,16,106,198,122,34,179,26,34,117,16,106,62,1
34,122,179,113,16,26,198,106,16,207,34,117,106,0
119,12,34,16,198,179,26,106,117,76,106,34,16,1
16,106,187,26,198,172,34,179,117,106,20,34,16,1
106,179,198,135,26,16,156,34,106,41,16,117,34,1
198,71,66,179,106,16,26,34,117,180,16,34,106,1
34,26,16,201,198,106,109,179,34,16,193,106,117,1
16,19,138,198,26,106,179,34,175,34,117,106,16,0
63,34,198,106,26,16,31,179,16,18,34,117,106,1
198,16,26,106,89,79,179,34,16,34,117,8,106,1
179,211,34,26,198,100,106,16,67,106,117,34,16,0
26,180,198,16,171,34,179,106,149,117,34,16,106,0
106,26,34,11,198,16,204,179,16,106,117,77,34,0
148,179,106,34,26,198,12,16,106,16,34,206,117,0
34,198,16,179,14,26,55,106,128,34,16,106,117,1
16,155,106,26,78,179,198,34,34,117,16,114,106,1
179,34,198,26,183,16,177,106,34,204,16,106,117,1
26,106,179,142,189,16,34,198,106,34,117,16,8,1
179,66,198,26,34,50,16,106,195,117,34,16,106,0
16,106,34,162,179,26,134,198,150,117,34,16,106,1
198,26,32,106,34,179,16,50,106,12,16,117,34,0
106,179,198,34,16,103,26,164,117,34,16,106,189,0
106,179,166,198,16,92,26,34,125,106,117,34,16,1
198,16,143,34,58,106,26,179,106,181,16,117,34,1
34,198,106,26,179,27,83,16,117,106,101,34,16,1
2,106,7,26,198,34,16,179,117,10,106,16,34,0
179,115,194,26,198,16,34,106,16,34,106,117,186,1
26,34,180,179,16,106,198,14,117,16,34,58,106,1
57,198,16,26,193,106,179,34,16,156,117,106,34,0
16,198,34,154,26,179,106,91,34,117,106,16,186,0
34,25,170,16,179,106,26,198,117,106,16,34,128,0
2,34,12,26,179,106,16,198,53,16,117,34,106,1
16,106,193,65,34,198,179,26,34,106,1,16,117,1
34,106,26,182,179,16,130,198,117,106,16,34,152,0
16,106,34,6,198,161,179,26,106,20,34,117,16,1
198,106,34,41,16,26,179,38,106,34,16,167,117,0
26,106,34,198,16,115,179,36,94,16,117,106,34,1
198,118,106,16,34,2,179,26,16,106,34,117,67,1
69,198,26,106,34,179,16,37,34,16,117,76,106,0
34,16,26,106,72,27,179,198,186,117,16,106,34,0
142,106,179,16,198,34,208,26,106,16,34,77,117,1
19,34,26,198,106,16,164,179,58,106,117,16,34,1
106,34,179,206,130,26,198,16,106,45,117,16,34,1
106,179,26,16,198,12,138,34,34,106,117,16,45,1
106,16,34,179,109,26,10,198,16,117,106,124,34,1
85,179,34,26,16,106,198,189,16,34,117,106,153,1
106,16,34,198,179,26,49,153,34,106,16,1,117,1
26,16,198,34,179,28,194,106,16,34,117,41,106,1
34,198,106,179,16,10,26,81,117,72,106,34,16,1
71,198,212,16,106,34,26,179,16,106,34,18,117,1
34,157,26,179,16,198,106,182,16,34,40,117,106,0
34,16,108,198,179,26,206,106,16,34,117,106,213,0
106,26,179,16,34,193,74,198,48,16,106,117,34,0
179,26,119,149,198,16,34,106,117,105,34,16,106,1
198,106,26,179,1,34,13,16,19,106,117,16,34,0
106,54,34,26,16,198,179,114,106,16,72,117,34,1
33,179,26,34,198,64,16,106,117,103,106,34,16,1
198,18,26,163,34,16,106,179,101,117,34,106,16,0
106,179,26,188,16,34,64,198,117,167,16,106,34,0
106,34,198,16,182,123,179,26,106,185,117,16,34,0
198,16,30,26,34,206,106,179,34,117,16,33,106,1
198,16,181,26,109,106,34,179,94,34,106,117,16,0
89,106,179,198,26,16,34,27,16,89,106,34,117,0
146,106,16,26,34,193,198,179,117,45,16,34,106,1
26,16,114,162,106,198,179,34,195,16,106,117,34,0
16,104,179,198,106,131,34,26,183,106,117,16,34,0
34,16,179,198,26,106,122,142,117,34,45,16,106,1
16,34,106,207,179,210,26,198,16,34,78,106,117,1
106,207,198,16,26,179,34,109,56,34,117,106,16,1
34,26,109,106,198,16,19,179,45,117,34,16,106,0
26,179,11,37,106,198,16,34,34,1,106,117,16,1
179,51,198,96,16,106,26,34,16,106,66,117,34,0
179,84,198,26,199,34,16,106,106,94,16,34,117,0
34,26,16,187,179,166,198,106,117,34,106,16,80,1
34,138,179,106,198,136,16,26,118,16,34,106,117,0
106,198,179,84,34,16,36,26,117,34,201,106,16,1
16,34,106,127,198,36,26,179,16,25,34,117,106,1
34,5,179,106,26,16,198,79,117,5,106,34,16,0
34,198,16,160,179,9,26,106,117,34,16,36,106,0
114,110,26,179,106,198,34,16,16,106,117,45,34,0
16,143,179,26,198,34,178,106,213,16,117,106,34,0
34,179,106,16,26,205,198,18,194,117,106,16,34,0
74,16,118,179,198,26,106,34,117,16,125,34,106,1
26,164,106,198,128,34,179,16,16,117,34,106,103,1
198,179,16,66,26,106,34,202,117,16,183,34,106,0
179,16,34,198,106,115,26,94,16,72,106,117,34,1
106,34,198,179,26,16,81,5,106,34,16,168,117,1
82,16,179,76,198,26,34,106,117,16,106,45,34,0
152,16,34,106,54,26,179,198,16,34,117,178,106,0
198,16,26,33,179,34,106,52,106,117,34,72,16,1
143,194,34,16,179,106,26,198,16,34,117,136,106,1
198,41,26,179,34,106,68,16,34,101,16,117,106,0
179,16,26,34,198,154,210,106,106,16,212,34,117,0
26,34,198,16,158,8,106,179,34,16,106,117,41,1
16,106,179,170,26,198,34,183,16,106,117,18,34,1
26,208,16,34,198,106,179,191,106,16,117,34,76,1
34,26,179,16,106,80,198,123,34,150,16,106,117,0
106,26,34,97,198,179,16,168,16,117,34,106,92,0
26,5,34,106,198,123,16,179,16,117,9,106,34,1
49,179,16,106,198,34,1,26,117,16,56,34,106,0
166,106,179,26,198,16,34,77,106,34,16,9,117,0
34,16,179,107,198,83,106,26,16,34,117,20,106,0
106,168,198,26,16,191,179,34,56,16,117,34,106,1
198,26,27,34,16,106,78,179,106,122,34,117,16,0
198,106,57,168,16,179,34,26,16,117,34,150,106,0
36,16,106,198,179,34,26,209,117,106,16,34,19,1
186,26,106,198,16,38,179,34,117,67,16,34,106,0
106,198,179,126,194,34,26,16,34,16,106,40,117,0
106,76,179,16,198,34,26,71,106,34,55,16,117,0
16,42,106,34,179,26,198,20,62,117,34,106,16,1
34,26,179,5,198,30,16,106,34,106,16,117,187,0
16,179,198,119,26,34,12,106,106,117,16,150,34,1
26,16,154,34,198,81,179,106,34,106,117,36,16,0
34,26,179,16,44,198,212,106,195,106,117,16,34,0
118,34,26,106,16,198,179,190,106,58,34,117,16,0
101,16,26,198,179,59,106,34,117,16,154,34,106,1
34,152,106,86,198,26,16,179,16,117,106,34,76,1
26,16,106,102,34,179,62,198,6,34,117,16,106,0
198,118,144,34,26,16,106,179,16,106,117,34,136,1
16,179,198,54,72,34,106,26,16,106,199,117,34,0
179,26,198,37,106,79,34,16,41,117,34,16,106,1
49,26,179,106,34,198,51,16,34,16,117,105,106,0
106,26,19,135,16,34,198,179,34,106,103,16,117,1
106,26,159,179,50,198,16,34,16,117,122,106,34,0
179,106,45,16,34,131,198,26,150,34,16,117,106,1
26,60,16,197,179,106,34,198,106,105,16,117,34,1
34,106,136,145,179,26,16,198,16,117,94,34,106,0
198,16,61,67,179,106,26,34,34,106,117,16,1,1
106,197,179,34,198,123,16,26,34,16,117,168,106,1
26,179,106,198,34,46,16,25,58,16,34,117,106,0
26,116,34,106,16,198,94,179,16,34,106,117,188,1
179,34,108,128,106,16,26,198,106,37,34,117,16,1
198,186,26,179,16,106,34,107,106,117,34,105,16,1
16,26,144,34,106,179,89,198,16,76,117,106,34,0
179,34,198,40,26,106,200,16,16,34,156,117,106,0
34,198,16,106,155,26,152,179,106,117,34,16,186,1
198,20,88,179,16,106,26,34,16,34,117,100,106,1
26,198,16,34,87,106,179,25,106,34,149,117,16,0
106,22,179,198,180,34,16,26,9,16,34,106,117,1
91,198,179,26,34,106,16,187,117,180,16,34,106,1
26,179,132,34,106,16,178,198,34,117,106,16,199,1
34,16,25,106,198,26,179,158,34,16,106,48,117,0
34,179,26,40,16,198,3,106,34,16,106,117,67,1
141,16,26,198,106,34,179,168,106,16,20,34,117,0
179,106,26,159,34,96,198,16,117,34,16,168,106,0
198,34,46,58,16,26,106,179,106,34,117,188,16,1
179,189,26,34,16,112,198,106,37,106,34,16,117,1
90,80,34,26,106,16,179,198,106,167,34,117,16,0
106,33,198,16,26,38,179,34,106,16,56,117,34,1
34,23,198,106,179,180,26,16,117,152,106,34,16,1
106,37,198,34,16,95,179,26,106,34,212,16,117,0
205,185,16,179,26,34,106,198,106,117,16,101,34,1
179,34,106,66,26,47,198,16,117,80,34,106,16,1
16,167,179,198,34,26,106,111,124,117,16,34,106,1
